TrialID,BaselineMeasures,ZeroShot,OneShot,TwoShot,ThreeShot
NCT01973972,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Hemoglobin A1c, Body mass index, ","Age, sex, race/ethnicity, duration of diabetes, baseline Hemoglobin A1c, baseline BMI, blood pressure, fasting triglycerides, fasting serum LDL-C, serum creatinine, history of cardiovascular disease, current diabetes medications, history of psychiatric illness or substance abuse, history of kidney disease, history of unstable CHD, current smoking status, physical activity level, dietary habits","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), BMI, Hemoglobin A1c, Type of Diabetes, Duration of Diabetes, Current Diabetes Medications, Blood Pressure, Total Cholesterol, LDL-C, HDL-C, Triglycerides, Kidney Function (e.g., serum creatinine), Education level, Employment status, Marital status, Smoking status","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, BMI, Hemoglobin A1c, Diabetes duration, Medication use, Blood pressure, Lipid profile, Kidney function tests, Smoking status, Physical activity level, Dietary habits","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Body Mass Index (BMI), Hemoglobin A1c, Diabetes duration, Medication use for diabetes, Blood pressure, Serum creatinine, Fasting triglycerides, Fasting serum LDL-C,"
NCT00116831,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Pre-study Treatment, Smoking history, Body Mass Index (BMI), Duration of cardiovascular disease, Duration of diabetes, ","Age, gender, duration of type 2 diabetes mellitus (T2DM), baseline HbA1c levels, prior anti-hyperglycemic diabetic therapy, left ventricular ejection fraction (EF), body mass index (BMI), smoking status, history of hypertension, history of dyslipidemia, baseline blood pressure (SBP/DBP), serum creatinine levels, liver function tests (ALT, AST, bilirubin), lipid profile (total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides), history of cardiovascular disease, medication use at baseline (including anti-hyperglycemic agents, antihypertensive drugs, lipid-lowering agents), presence of retinopathy or other diabetes-related complications","Age, Sex: Female, Male, Race/Ethnicity, Type 2 Diabetes Mellitus diagnosis duration, HbA1c level, Body Mass Index (BMI), Previous anti-hyperglycemic therapy, Left ventricular ejection fraction, Coronary artery disease status, Smoking status, Blood pressure, Total cholesterol, LDL cholesterol, HDL cholesterol, Triglycerides, Renal function (e.g., serum creatinine), Liver function tests (ALT, AST, bilirubin), History of cardiovascular events, Medication use (anti-hyperglycemic, lipid-lowering, antihypertensive)","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Region of Enrollment, Type 2 Diabetes Mellitus diagnosis, HbA1c levels, Previous anti-hyperglycemic therapy, Left ventricular ejection fraction, Coronary artery disease status, Prior TZD or PPAR-g agonist exposure, Insulin use in the last 6 months, Blood pressure, Hemoglobin levels, Serum creatinine, ALT, AST, Bilirubin levels, History of cardiovascular events, History of congestive heart failure, History of myopathy or elevated creatine kinase, Contraceptive use in females, BMI","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, body mass index, systolic blood pressure, diastolic blood pressure, hemoglobin A1c, fasting plasma glucose, total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides, history of diabetes mellitus, duration of diabetes, previous anti-hyperglycemic therapy, left ventricular ejection fraction, history of cardiovascular disease, smoking status"
NCT01202175,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Body Mass Index, Starting systolic blood pressure, Starting diastolic blood pressure, ","Age, gender, ethnicity, smoking status, drug abuse history, family history of essential hypertension, baseline SBP, baseline DBP, heart rate, presence of microscopic protein in urine, C-reactive protein levels, current medications, history of bronchial asthma or chronic obstructive pulmonary disease, history of hypersensitivity or allergy to beta-blocker therapy, pregnancy status for female subjects, contraception method for female subjects, pulse rate, evidence of arrhythmias including atrioventricular block.","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Family History of Hypertension, Smoking Status, Drug Use History, Body Mass Index (BMI), Blood Pressure (Systolic and Diastolic), Heart Rate, Medication Use, Region of Enrollment","Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Ethnicity (NIH/OMB), Region of Enrollment, Weight, Height, Body Mass Index (BMI), Smoking Status, Drug Use Status, Family History of Hypertension, Baseline Blood Pressure (SBP and DBP), Heart Rate","Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Family history of hypertension, Smoking status, Drug use history, Body Mass Index (BMI), Systolic Blood Pressure, Diastolic Blood Pressure, Heart Rate, Pulse Rate, Microscopic protein in urine, C-reactive protein levels,"
NCT00518882,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Previous OAD treatment, BMI, Duration of diabetes, HbA1c, Height, Weight, ","Age, sex, duration of diabetes, baseline HbA1c, current OAD regimen (metformin, sulphonylurea, or both), BMI, fasting plasma glucose, lipid profile (total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides), blood pressure, renal function (eGFR), liver function tests (ALT, AST), history of cardiovascular disease","Age, Sex: Female, Male, Race (NIH/OMB), BMI, Duration of Diabetes, Baseline HbA1c, Fasting Plasma Glucose, Ongoing OAD Treatment, Blood Pressure, Lipid Profile (Total Cholesterol, LDL, HDL, Triglycerides), Renal Function Tests, Liver Function Tests, History of Cardiovascular Disease","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Body Mass Index (BMI), HbA1c, Duration of Diabetes, Current Treatment for Diabetes (Metformin, Sulphonylurea), Blood Pressure, Lipid Profile (Total Cholesterol, LDL, HDL, Triglycerides), Renal Function Tests, Liver Function Tests","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Body Mass Index (BMI), Baseline HbA1c, Duration of Diabetes, Current OAD Treatment (Metformin, Sulphonylurea),"
NCT02367066,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Weight, Height, Body Mass Index, T2DM disease duration, Current Metformin Daily Dose, HbA1c, ","Age, sex, body mass index (BMI), HbA1c level, fasting plasma glucose, duration of type 2 diabetes mellitus, current metformin dose, history of diabetes complications, baseline kidney function tests (e.g., serum creatinine), liver function tests (AST, ALT), hematology profile, clinical chemistry profile, urinalysis results","Age, Sex: Female, Male, BMI, HbA1c, Fasting plasma glucose, Duration of diabetes, Current medication use, Liver function tests (AST, ALT), Kidney function tests (eGFR, serum creatinine), Blood pressure, Lipid profile (total cholesterol, LDL, HDL, triglycerides)","Age, Continuous, Sex: Female, Male, BMI, Fasting plasma glucose, HbA1c, Duration of diabetes, Current medication use, Liver function tests (AST, ALT), Kidney function tests (eGFR, Creatinine), Blood pressure, Heart rate","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), BMI, Fasting plasma glucose, HbA1c, Duration of Type 2 Diabetes, Metformin use, Blood pressure, Lipid profile (Total cholesterol, LDL cholesterol, HDL cholesterol, Triglycerides), Kidney function tests (eGFR, Creatinine), Liver function tests (AST, ALT),"
NCT02059278,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Corneal thickness, study eye (μm), Corneal thickness, fellow eye (μm), Shaffer angle by gonioscopy, study eye, Shaffer angle by gonioscopy, fellow eye, ","Age, gender, race/ethnicity, duration of primary open angle glaucoma or ocular hypertension diagnosis, baseline intraocular pressure (IOP) at 8 AM, 10 AM, and 4 PM, visual field (VF) mean deviation, pattern standard deviation, corrected Snellen visual acuity, central corneal thickness, Shaffer gonioscopic grade, history of antiglaucoma medication use, baseline use of latanoprost 0.005% ophthalmic solution, presence of systemic diseases (e.g., diabetes, hypertension), history of ocular surgery or laser treatment, history of ocular allergy/inflammation, severe blepharitis or uveitis, history of ocular trauma or infection, history of herpes simplex keratitis, current proliferative diabetic retinopathy or age-related macular degeneration status, severe dry eye status, contact lens use in the untreated fellow eye, presence of secondary glaucoma or ocular hypertension, cup-to-disc ratio, history of non-laser glaucoma surgery, history of moderate or severe renal or hepatic impairment, pregnancy status, contraception method (for women of childbearing potential), history of uncontrolled asthma, allergy to benzalkonium chloride, participation in other investigational studies.","Age, Sex: Female, Male, Race/Ethnicity, Visual Acuity, Intraocular Pressure, Central Corneal Thickness, Visual Field Mean Deviation, Cup-to-Disc Ratio, Number of antiglaucoma medications, Lens Status, Gonioscopic Grade, History of ocular surgery or laser treatment, History of ocular allergy/inflammation, History of ocular trauma or infection, History of systemic diseases (e.g., diabetes, hypertension), Use of systemic medications, Pregnancy status, Contraception method, Smoking status","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Visual Acuity, Central Corneal Thickness, Intraocular Pressure, Visual Field Mean Deviation, Cup-to-Disc Ratio, Number of Antiglaucomatous Medications, Lens Status, Gonioscopic Grade, History of Ocular Surgery or Laser Treatment, Baseline Medication Use, Compliance with Study Medication, Smoking Status, Systemic Hypertension, Diabetes Mellitus","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Visual Acuity, Central Corneal Thickness, Intraocular Pressure, Visual Field Mean Deviation, Cup-to-Disc Ratio, Number of antiglaucoma medications, Baseline Intraocular Pressure, Gonioscopic Grade, History of ocular surgery or laser treatment, History of systemic diseases (e.g., diabetes, hypertension), Use of systemic medications that could affect ocular pressure"
NCT00686127,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Average pain intensity, Worst pain intensity, ","Age, Body Mass Index (BMI), Duration of breast cancer diagnosis, Type of breast cancer surgery (e.g., lumpectomy, mastectomy), Time since surgery, Baseline pain intensity score, Baseline functional interference score, Current use of pain medication (type and dosage), Presence of comorbid conditions, Previous treatments for neuropathic pain, Employment status, Education level, Marital status, Quality of life score","Age, Continuous, Sex: Female, Race/Ethnicity, Customized, Type of Breast Cancer Surgery (e.g., lumpectomy, mastectomy), Time since surgery, Pain Intensity Score at Baseline, Pain Location, Pain Duration, Previous Pain Management Interventions, Use of Pain Medications at Baseline, Quality of Life Measures, Functional Status, Neuropathic Pain Symptom Inventory Score, Employment Status, Education Level","Age, Continuous, Sex: Female, Ethnicity, Race, Baseline Pain Intensity Score, Duration of Pain, Previous Pain Management Strategies, Type of Breast Cancer Surgery, Time Since Surgery, Breast Cancer Stage at Diagnosis, Current Breast Cancer Status, Use of Adjuvant Therapy (Chemotherapy, Radiation, Hormonal), Physical Functioning, Quality of Life Measures, Neuropathic Pain Symptom Inventory","Age, Continuous, Sex: Female, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Type of Breast Cancer Surgery, Time Since Surgery, Baseline Pain Intensity Score, Baseline Pain Interference Score, Use of Pain Medication, History of Chemotherapy, History of Radiation Therapy"
NCT01149421,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Body Mass Index (BMI), Glycosylated Hemoglobin (HbA1c), Body Weight, Duration of Diabetes, Mean Systolic Blood Pressure (SBP), Mean Diastolic Blood Pressure (DBP), Mean Heart Rate (HR), ","Age, gender, body mass index (BMI), duration of type 2 diabetes, baseline glycosylated hemoglobin (HbA1c) level, mean 24-hour systolic blood pressure (SBP), mean 24-hour diastolic blood pressure (DBP), resting heart rate, number of oral antihyperglycemic medications, number of antihypertensive medications, smoking status, history of cardiovascular disease","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Height, Weight, BMI, Blood Pressure (Systolic and Diastolic), Heart Rate, HbA1c, Duration of Diabetes, Current Oral Antihyperglycemic Medications, Number of Antihypertensive Medications, History of Cardiovascular Disease","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, BMI, HbA1c, Fasting Plasma Glucose, Blood Pressure, Heart Rate, Duration of Diabetes, Number and Type of Oral Antihyperglycemic Medications, Number and Type of Antihypertensive Medications, Height, Weight","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Weight, kg, Height, cm, BMI (kg/m^2), Blood Pressure (mmHg), Heart Rate (bpm), Glycosylated Hemoglobin (HbA1c), %, Duration of Diabetes, years, Number of Oral Antihyperglycemic Medications, Number of Antihypertensive Medications"
NCT02965976,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Neoadjuvant Chemotherapy Status, Self Reported Smoking Status, Diabetes Status, ","Age, sex, weight, height, Body Mass Index (BMI), Eastern Cooperative Oncology Group (ECOG) performance status, history of previous surgeries, history of gastrointestinal diseases, history of duodenal ulcer or fibrosis, history of any allergies, specifically to botulinum toxin or egg, history of chronic medication use, including promotility agents, anticholinergic antispasmodic agents, or chronic narcotic use, smoking status, alcohol consumption, baseline symptoms of nausea and vomiting, baseline gastric emptying time, presence of any psychiatric illness or social situations affecting compliance, pregnancy status for females, baseline quality-of-life scores","Age, Sex: Female, Male, Race (NIH/OMB), ECOG Performance Status, Body weight, Body mass index, Hemoglobin, Type of esophageal cancer, Tumor location, Tumor stage, Previous treatments for esophageal cancer, Comorbidities, Smoking status, Alcohol consumption, Baseline gastric emptying time, Baseline nausea and vomiting frequency, Quality of Life scores","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Eastern Cooperative Oncology Group (ECOG) Performance Status, Tumor Stage, Body Mass Index (BMI), Hemoglobin, Albumin, History of Gastrointestinal Disorders, Preoperative Chemotherapy or Radiotherapy, Smoking Status, Alcohol Consumption, Comorbidities","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, ECOG Performance Status, Tumor Stage, Tumor Location, Prior Esophageal Surgery, Body Mass Index,"
NCT00497146,"Age, Categorical, Age Continuous, Sex: Female, Male, Baseline RAAS Status, Diabetic Status, Age at Beginning of Long term Follow-up Period, Gender at Beginning of Long term Follow-up Period, ","Estimated glomerular filtration rate (GFR), serum intact parathyroid hormone (iPTH) value, corrected serum calcium level, phosphorous level, serum albumin, left ventricular (LV) ejection fraction, septal wall thickness, use of renin-angiotensin-aldosterone system (RAAS) inhibitors, baseline cardiac magnetic resonance imaging (MRI) findings","Age, Sex: Female, Male, Race/Ethnicity, Customized, Chronic Kidney Disease Stage, Baseline Serum Intact Parathyroid Hormone (iPTH) Level, Baseline Corrected Serum Calcium Level, Baseline Phosphorous Level, Baseline Serum Albumin Level, Left Ventricular Ejection Fraction, Septal Wall Thickness, Baseline Left Ventricular Mass Index (LVMI), Estimated Glomerular Filtration Rate (eGFR), Use of Renin-Angiotensin-Aldosterone System (RAAS) Inhibitors, Duration of Chronic Kidney Disease, Blood Pressure, Heart Rate","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Mass Index, Estimated Glomerular Filtration Rate (eGFR), Serum Intact Parathyroid Hormone (iPTH) Level, Corrected Serum Calcium Level, Serum Phosphorus Level, Serum Albumin Level, Left Ventricular Ejection Fraction, Septal Wall Thickness, Presence of Left Ventricular Hypertrophy, Baseline Cardiac Magnetic Resonance Imaging (MRI) Findings, Duration of Chronic Kidney Disease, Use of Renin-Angiotensin-Aldosterone System (RAAS) Inhibitors","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Mass Index, Estimated Glomerular Filtration Rate (eGFR), Serum Calcium, Serum Phosphorus, Serum Parathyroid Hormone (PTH) Level, Serum Albumin, Left Ventricular Mass Index (LVMI), Left Ventricular Ejection Fraction, Septal Wall Thickness, History of Cardiovascular Disease, Duration of Chronic Kidney Disease, Blood Pressure, Medication Use (e.g., RAAS inhibitors)"
NCT00258362,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Histology, ","Age, sex, race/ethnicity, stage of endometrial cancer, histological subtype of endometrial cancer, prior treatment history, performance status (GOG score), measurable or evaluable disease status, absolute neutrophil count, platelet count, hemoglobin level, alkaline phosphatase level, aspartate aminotransferase level, alanine aminotransferase level, bilirubin level, creatinine level, presence of acute hepatitis, presence of peripheral neuropathy, life expectancy, fertility status","Age, Continuous, Sex: Female, Race/Ethnicity, Customized, Performance Status, Hemoglobin, Platelet Count, Absolute Neutrophil Count, Bilirubin, Creatinine, Alkaline Phosphatase, Aspartate Aminotransferase, Alanine Aminotransferase, Tumor Stage, Prior Treatment History","Age, Continuous, Sex: Female, Race/Ethnicity, Customized, Performance status, Tumor stage, Histology type, Prior treatment, Hemoglobin, Absolute neutrophil count, Platelet count, Alkaline phosphatase, Aspartate aminotransferase, Alanine aminotransferase, Bilirubin, Creatinine, Peripheral neuropathy grade, Body mass index, Menopausal status","Age, Continuous, Sex: Female, Race/Ethnicity, Customized, Performance Status, Hemoglobin, Absolute Neutrophil Count, Platelet Count, Creatinine, Bilirubin, Alkaline Phosphatase, Aspartate Aminotransferase, Alanine Aminotransferase, Disease Stage, Prior Treatment History, Tumor Size/Measurements"
NCT00030901,"Age Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Age, Baseline Prostate-Specific Antigen (PSA) - reported by site, ","Age, PSA level, American Urological Association symptom score, number of biopsy cores obtained, time since last biopsy, presence of high-grade prostatic intraepithelial neoplasia, prior daily dietary supplement intake containing selenium, performance status (SWOG), history of malignancy within the past 5 years, use of finasteride or other androgen suppressors","Age, Continuous, Sex: Female, Male, PSA Level, American Urological Association Symptom Score, Number of Biopsy Cores, Time since Last Biopsy, Prior Cancer History, Selenium Supplementation History","Age, Continuous, Sex: Female, Male, PSA Level, Number of Prior Prostate Biopsies, High-Grade Prostatic Intraepithelial Neoplasia Presence, American Urological Association Symptom Score, Selenium Dietary Intake","Age, Continuous, Sex: Male, Ethnicity (NIH/OMB), Race (NIH/OMB), PSA Level, American Urological Association Symptom Score, Selenium Levels, Dietary Supplement Use, History of Cancer"
NCT01489189,"Age, Customized, Sex/Gender, Customized, Race/Ethnicity, Customized, Number of study eyes, Diabetes Type, Duration of Diabetes, Hemoglobin A1c, Prior Myocardial Infarction, Prior Stroke, Arterial Blood Pressure, Visual Acuity, Optical Coherence Tomography Central Subfield Thickness, Presence of Center-Involved Diabetic Macular Edema with Visual Acuity Impairment, Presence of Center-Involved Diabetic Macular Edema Regardless of Visual Acuity, Neovascularization on Clinical Examination, Phakic Lens Status on Clinical Exam, Diabetic Retinopathy Severity, Prior treatment for diabetic macular edema (DME), Prior focal/grid laser treatment for DME, Prior anti-VEGF treatment for DME, ","Age, gender, duration of diabetes, type of diabetes (type 1 or type 2), baseline visual acuity, presence of PDR, previous treatments for diabetic retinopathy, systemic treatments for diabetes (insulin, oral anti-hyperglycemia agents), blood pressure, renal function tests, history of cardiovascular disease, history of renal disease, ocular surgical history, intraocular pressure, lens status (phakic, pseudophakic, aphakic), presence of macular edema, OCT findings, fundus photography findings, visual field test results, history of intravitreal injections (anti-VEGF, corticosteroids), history of panretinal photocoagulation, pregnancy status for women of childbearing potential.","Age, Sex: Female, Male, Race/Ethnicity, Type of Diabetes (Type 1, Type 2), Duration of Diabetes, HbA1c, Blood Pressure, Body Mass Index, Serum Creatinine, eGFR, Lipid Profile, Current Smoking Status, History of Cardiovascular Disease, Best Corrected Visual Acuity, Intraocular Pressure, Presence of Diabetic Macular Edema, Central Subfield Thickness on OCT, Extent of Proliferative Diabetic Retinopathy, Previous Treatments for Diabetic Retinopathy (e.g., laser photocoagulation, intravitreal injections), Use of Anti-VEGF Agents, Use of Insulin or Oral Hypoglycemic Agents, Renal Function Status, Presence of Diabetic Peripheral Neuropathy, Presence of Diabetic Nephropathy, Presence of Diabetic Retinopathy in the Fellow Eye","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Diabetes Mellitus Type (Type 1, Type 2), Duration of Diabetes, HbA1c, Body Mass Index, Systolic Blood Pressure, Diastolic Blood Pressure, Total Cholesterol, LDL Cholesterol, HDL Cholesterol, Triglycerides, Serum Creatinine, eGFR, History of Cardiovascular Disease, Smoking Status, Anti-diabetic Medications, Anti-hypertensive Medications, Lipid-lowering Medications, Best Corrected Visual Acuity, Intraocular Pressure, Central Subfield Thickness on OCT, Presence of Diabetic Macular Edema, Extent of Proliferative Diabetic Retinopathy, Previous Treatments for Diabetic Retinopathy (Laser, Surgery, Injections), Lens Status (Phakic, Pseudophakic, Aphakic)","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Diabetes Type (Type 1, Type 2), Duration of Diabetes, HbA1c, Blood Pressure (Systolic, Diastolic), Total Cholesterol, Body Mass Index, History of Diabetic Retinopathy Treatment, Visual Acuity Score, Presence of Macular Edema, Central Subfield Thickness, Proliferative Diabetic Retinopathy Severity Level, Previous Panretinal Photocoagulation, Previous Anti-VEGF Injections, Lens Status (Phakic, Pseudophakic, Aphakic), Intraocular Pressure"
NCT01375660,"Age, Customized, Sex/Gender, Customized, Race/Ethnicity, Customized, Region of Enrollment, BMI, HbA1c, Vit D, ","Age, race, BMI, stable weight status, FPG, A1C, circulating 25OHD levels, history of ergocalciferol use and washout period, vitamin D supplement intake, history of kidney stones, hyperparathyroidism, sarcoidosis, hypercalcemia, CKD stage, history of significant metabolic, hepatic, renal, hematological, pulmonary, cardiovascular, gastrointestinal, urological, neurological, psychiatric/psychological disorders, or social circumstances, diagnosis of T2DM during screening or after randomization, need for anti-diabetic medications.","Age, Sex: Male, Race: African American, BMI, Stable weight, Fasting Plasma Glucose, A1C, Circulating 25OHD levels, Oral Glucose Insulin Sensitivity, Vitamin D supplementation history, Ergocalciferol washout compliance, Total daily vitamin D intake, Kidney function tests, Calcium levels, Phosphorus levels, Muscle strength assessment","Age, Continuous, Sex: Male, Race: African American, BMI, Fasting Plasma Glucose, A1C, Circulating 25OHD levels, Oral Glucose Insulin Sensitivity","Age, Continuous, Sex: Male, Race: African American, BMI (Body Mass Index), Weight, Height, Fasting Plasma Glucose, A1C, Circulating 25OHD levels, Calcium, Phosphorus, Creatinine, Estimated Glomerular Filtration Rate (eGFR), Parathyroid Hormone (PTH), Vitamin D intake (dietary and supplemental), Physical activity level, Blood pressure (Systolic and Diastolic)"
NCT01147250,"Age, Continuous, Gender, Race, Ethnicity, Qualifying Acute Coronary Syndrome (ACS) event, Body Mass Index (BMI), Body Weight, Glycosylated Hemoglobin (HbA1c), Duration of Diabetes, ","Age, sex, body mass index (BMI), smoking status, blood pressure, heart rate, fasting plasma glucose, glycosylated hemoglobin (HbA1c), lipid profile (total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides), renal function (serum creatinine, estimated glomerular filtration rate (eGFR)), history of cardiovascular disease, duration of type 2 diabetes, medication use (antidiabetic medications, antihypertensive medications, lipid-lowering medications), urinary albumin/creatinine ratio","Age, Sex: Female, Male, Race and Ethnicity, Region of Enrollment, BMI, Type of Acute Coronary Syndrome (ACS) Event: STEMI, NSTEMI, Unstable Angina, Time Since ACS Event, Type 2 Diabetes Diagnosis: Yes, No, Glycosylated Hemoglobin (HbA1c) Level, Fasting Plasma Glucose, History of Coronary Artery Bypass Graft (CABG), History of Percutaneous Coronary Intervention (PCI), Blood Pressure, Lipid Profile: Total Cholesterol, LDL Cholesterol, HDL Cholesterol, Triglycerides, Renal Function: Creatinine, eGFR, Urinary Albumin/Creatinine Ratio, Medication Use: Anti-diabetic Drugs, Anti-hypertensive Drugs, Lipid-lowering Drugs, Antiplatelet Therapy","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Type of Acute Coronary Syndrome (ACS), Time Since ACS Event, Type 2 Diabetes Diagnosis Duration, Glycosylated Hemoglobin (HbA1c), Body Mass Index (BMI), History of Cardiovascular Disease, Smoking Status, Blood Pressure, Lipid Profile","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Type of Acute Coronary Syndrome Event, Time Since Acute Coronary Syndrome Event, History of Diabetes Mellitus, Glycosylated Hemoglobin A1c (HbA1c), Body Mass Index (BMI), Blood Pressure, Lipid Profile, Renal Function Tests, History of Cardiovascular Disease, Smoking Status, Medication Use (Antidiabetic, Antihypertensive, Lipid-Lowering)"
NCT01454401,"Age, Categorical, Age, Continuous, Sex: Female, Male, Diabetes, Body Mass Index (kg/m2), Presence of neuropathy, Ulcer duration (weeks), Ulcer area, Wagner classification, Biochemistry Haemoglobin, Biochemistry, HbA1c, HbA1c, ","Age, Gender, Type of Diabetes (Type I or Type II), Duration of Diabetes, HbA1c level, Wound duration, Wound area, Wound location, Texas classification of the wound, Perfusion status (toe pressure, TcPO2, palpable foot pulse), Presence of infection, Previous treatments for foot ulcers, Use of off-loading devices, Body Mass Index (BMI), Smoking status, Presence of other diabetic complications (e.g., retinopathy, nephropathy, neuropathy), Medication use (especially those affecting wound healing, such as steroids or immunosuppressants), Hemoglobin level, Compliance with study protocol during the run-in period.","Age, Sex/Gender, Type of Diabetes (Type I, Type II), Duration of Diabetes, HbA1c Level, Wound Duration, Wound Area, Wound Location, Wound Depth, Texas Classification of Wound, Perfusion Status (Toe Pressure, TcPO2), Presence of Palpable Foot Pulse, Baseline Ulcer Size, Baseline Ulcer Depth, Infection Status, Use of Off-loading Devices","Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Type of Diabetes (Type I or Type II), Duration of Diabetes, HbA1c level, Wound duration, Wound area, Wound location, Wound depth, Texas classification of wound, Perfusion status (toe pressure, TcPO2), Presence of palpable foot pulses, Body Mass Index (BMI), Previous wound treatments, Ulcer healing status at follow-up visits, Compliance with off-loading devices","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Type of Diabetes (Type I or Type II), HbA1c Level, Wound Duration, Wound Area, Wound Location, Wound Depth, Texas Ulcer Stage, Perfusion Status (Toe Pressure, TcPO2), BMI, Smoking Status, Previous Ulcer History, Presence of Peripheral Arterial Disease, Presence of Neuropathy, Use of Off-loading Devices"
NCT02338362,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Mean intraocular pressure, Mean number of ocular hypotensive medications, Prior laser trabeculoplasty, Mean central corneal thickness, Mean cup-disc ratio, Mean visual field mean deviation, Mean logMAR visual acuity, Diagnosis, ","Age, gender, race/ethnicity, baseline intraocular pressure (IOP) in both eyes, cup:disc ratio in both eyes, Humphrey visual field mean deviation in both eyes, duration of diagnosed ocular hypertension or open-angle glaucoma, history of glaucoma medication use, baseline visual acuity in both eyes, body mass index (BMI), history of systemic corticosteroid use, history of any ocular surgery, history of any refractive surgery.","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Baseline Intraocular Pressure, Cup:Disc Ratio, Humphrey Visual Field Mean Deviation, Duration of Glaucoma/Ocular Hypertension, Number of Glaucoma Medications, Type of Glaucoma Medication, Previous Glaucoma Surgery","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Cup:Disc Ratio, Humphrey Visual Field Mean Deviation, Intraocular Pressure (IOP), Glaucoma Medication Use, History of Glaucoma Surgery","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Intraocular Pressure (IOP), Visual Field Mean Deviation, Cup:Disc Ratio, History of Glaucoma Treatment, Type of Glaucoma"
